frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
1024,18588329.470225,18299032.628420,18306703.933645,18566282.568938,18588329.470225,18588329.470225,318580.000000,318580.000000,318580.000000,318580.000000,318580.000000,318580.000000
128,881217.875877,881240.764086,881217.875877,881217.875877,881217.875877,881217.875877,18030.000000,18030.000000,18030.000000,18030.000000,18030.000000,18030.000000
16384,34473594.039734,33375326.267896,33326450.899640,33297521.202679,33232725.039648,34475258.698876,591708.000000,802300.000000,798273.000000,781143.000000,781143.000000,591708.000000
16,17717882.810505,17535594.259268,17717882.810505,17717882.810505,17717882.810505,17717882.810505,309413.000000,309413.000000,309413.000000,309413.000000,309413.000000,309413.000000
2048,35376504.090132,34909434.893257,34734432.991917,34887569.317033,35052735.817633,35345073.576365,897536.000000,629025.000000,867891.000000,867891.000000,880115.000000,895840.000000
256,35199032.423243,34734326.703836,34961566.978637,35020550.776159,35139458.381900,35199032.423243,896478.000000,868047.000000,884394.000000,884394.000000,896478.000000,896478.000000
2,246589.400291,246683.933638,246589.400291,246589.400291,246589.400291,246589.400291,4839.000000,5967.000000,4839.000000,4839.000000,4839.000000,4839.000000
32768,17193715.427194,16584805.578565,16637475.826054,16687957.733609,16816548.524762,16926880.555742,303345.000000,303345.000000,303345.000000,303345.000000,303345.000000,303345.000000
32,34971258.521733,34531141.660665,34661259.232429,34851536.517067,34938608.636910,34971258.521733,893664.000000,873244.000000,876947.000000,893664.000000,893664.000000,893664.000000
4096,18656468.567340,18300109.668098,18351689.672875,18365096.945376,18564212.484088,18656468.567340,320427.000000,320427.000000,320427.000000,320427.000000,320427.000000,320427.000000
4,34944589.492887,34405934.349012,34430830.613444,34424799.303895,34383055.488557,34792125.050817,890565.000000,868174.000000,609617.000000,609617.000000,609617.000000,890565.000000
512,18384494.503383,17804697.170179,18117215.233861,18256811.989793,18384494.503383,18384494.503383,317051.000000,474419.000000,317051.000000,317051.000000,317051.000000,317051.000000
64,35146417.422101,34681734.077382,34670500.085998,34844555.438735,34945127.295383,35114958.887090,890262.000000,874984.000000,874984.000000,883039.000000,890262.000000,890262.000000
65536,2082224.757132,2082225.216835,2082224.757132,2082224.757132,2082224.757132,2082224.757132,36357.000000,36357.000000,36357.000000,36357.000000,36357.000000,36357.000000
8192,16495357.051047,16042723.482210,16062812.865156,16075120.355959,16495357.051047,16495357.051047,292863.000000,292863.000000,292863.000000,292863.000000,292863.000000,292863.000000
8,17694867.920638,17637184.199663,17694867.920638,17694867.920638,17694867.920638,17694867.920638,306842.000000,306842.000000,306842.000000,306842.000000,306842.000000,306842.000000
