frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,153570.988269,73087.000000,29.051678
4,139187.201664,104112.000000,283.273719
8,354574.808983,281993.000000,29.068884
16,303572.265031,249590.000000,200.392116
32,176258.550729,144483.000000,30.512293
64,127497.422005,56986.000000,2645.544745
128,153369.683745,82922.000000,314.224442
256,321947.871299,204504.000000,830.996390
512,457003.053674,287970.000000,32910.349330
1024,116128.801169,56703.000000,8693.928111
2048,483571.402458,277780.000000,144974.836220
4096,261475.554978,132315.000000,13428.633549
8192,205909.676276,89722.000000,14066.011624
16384,561374.177999,230980.000000,380269.112153
32768,302908.867082,100283.000000,211006.351914
65536,105863.142760,95611.000000,0.000000
