frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,611685.972072,263813.000000,1575.640505
4,309555.875129,125841.000000,87.401373
8,689144.558501,201867.000000,266.658958
16,777258.330240,288907.000000,120.337027
32,1125427.410071,294946.000000,44.429720
64,853648.502561,213865.000000,5613.295645
128,975313.325836,263836.000000,2932.100612
256,886337.876793,270761.000000,69078.264237
512,1115912.456889,301030.000000,87163.203326
1024,599163.280227,213907.000000,228242.956454
2048,564567.227604,222418.000000,256529.249050
4096,457850.854229,153349.000000,88097.791329
8192,1336645.692860,284157.000000,682870.571563
16384,2741972.548980,288221.000000,1429448.563067
32768,1411524.668108,268636.000000,271034.360324
65536,1876480.612301,240319.000000,1288758.480232
