frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,222512.070124,113307.000000,0.000000
4,987178.805757,273765.000000,0.000000
8,396659.270913,228798.000000,0.000000
16,316713.445351,221496.000000,0.000000
32,537585.064779,290102.000000,0.000000
64,202698.478115,114756.000000,0.000000
128,334009.548869,200745.000000,0.000000
256,648238.718675,283777.000000,0.000000
512,154362.694188,68585.000000,0.000000
1024,641577.967180,239254.000000,0.000000
2048,842586.722964,268557.000000,0.000000
4096,675601.937237,278481.000000,0.000000
8192,817777.505520,280706.000000,0.000000
16384,489795.789598,137446.000000,0.000000
32768,907293.497856,247643.000000,0.000000
65536,1023293.194129,230583.000000,0.000000
