frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1378286.664234,274346.000000,0.000000
4,2059569.402880,294809.000000,0.000000
8,1944145.004847,293601.000000,0.000000
16,2276729.910506,308039.000000,0.000000
32,1721231.559737,293385.000000,0.000000
64,1758266.186994,291169.000000,0.000000
128,1712988.685464,293584.000000,0.000000
256,1948375.168463,293147.000000,0.000000
512,2087716.722494,286386.000000,0.000000
1024,2264299.157204,282744.000000,0.000000
2048,3601277.849366,296845.000000,0.000000
4096,2898099.505196,299629.000000,0.000000
8192,1128574.160415,195951.000000,0.000000
16384,533999.801715,68446.000000,0.000000
32768,1661067.575989,208189.000000,0.000000
65536,176911.380442,22604.000000,0.000000
