frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,492059.608713,233192.000000,66.505639
4,524327.131055,283248.000000,2672.021145
8,545974.465548,194016.000000,525.160928
16,832255.659527,276572.000000,160.608219
32,589587.064716,305402.000000,1615.782473
64,932429.774537,289973.000000,882.065757
128,1100287.108010,291181.000000,62862.835507
256,776504.769992,268740.000000,20512.904329
512,639720.965974,289013.000000,43797.564316
1024,1395522.516818,311351.000000,278875.759778
2048,980454.072917,270853.000000,161649.750442
4096,815834.116895,271336.000000,343192.648740
8192,395843.715474,178348.000000,175203.817321
16384,2218722.206649,226492.000000,1756084.850792
32768,1865694.676122,226029.000000,1048510.320845
65536,2143415.230526,209581.000000,2068167.263037
