frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,119981.496232,70940.000000,4113.187207
4,449607.281590,113999.000000,17073.283369
8,1189520.557608,302398.000000,26.907248
16,1530050.948186,316277.000000,122.568348
32,1323454.171371,288379.000000,1772.985336
64,1007512.251575,270361.000000,3143.387981
128,409658.800612,213857.000000,3863.263387
256,543098.875822,172563.000000,33571.744146
512,831866.890937,286555.000000,30963.725922
1024,979329.619509,284561.000000,12156.074531
2048,736891.569582,278536.000000,94209.755456
4096,1310031.030597,240681.000000,148806.309201
8192,678765.457820,181335.000000,155931.947294
16384,1311919.373052,269122.000000,342187.737304
32768,1097517.499553,254907.000000,565366.659013
65536,1201256.847430,139045.000000,1083779.668296
