frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,784723.033317,281711.000000,0.000000
4,608311.257603,237154.000000,0.000000
8,749323.482724,278136.000000,0.000000
16,573788.671877,215178.000000,0.000000
32,904501.882318,294991.000000,0.000000
64,478322.669874,270796.000000,0.000000
128,616005.176146,265177.000000,0.000000
256,573715.521580,115852.000000,0.000000
512,263589.455461,103655.000000,0.000000
1024,548057.357582,108338.000000,0.000000
2048,1225003.885926,308766.000000,0.000000
4096,1610793.228267,314210.000000,0.000000
8192,830204.672247,266114.000000,0.000000
16384,255930.797902,54998.000000,0.000000
32768,696138.080233,150586.000000,0.000000
65536,557903.662954,207362.000000,0.000000
