frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,826324.733603,161230.000000,1132.258363
4,567296.997559,153479.000000,2025.401195
8,1108396.711727,239098.000000,190.192008
16,1677418.471371,270955.000000,2097.351425
32,837660.311335,173664.000000,49483.229169
64,1785695.696874,272617.000000,156364.935910
128,2019580.332095,257667.000000,885.057625
256,1692211.396600,285573.000000,164209.283772
512,2213107.701041,285790.000000,205152.780764
1024,2210338.167879,259524.000000,542720.636906
2048,2109548.601224,283867.000000,550734.948158
4096,2491560.486435,271594.000000,678270.115890
8192,2071899.869916,274831.000000,665405.895705
16384,2784447.781235,274443.000000,528114.386419
32768,3241235.172791,203326.000000,1749646.783914
65536,2737369.600013,294299.000000,2263377.166108
