frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1136847.579112,226308.000000,116.348614
4,1027121.061572,186295.000000,42.414620
8,2082530.574353,304383.000000,132436.346473
16,1645149.841838,300835.000000,3059.452402
32,823747.973801,136773.000000,13816.943041
64,2051377.140446,295651.000000,2435.328725
128,1087742.916381,213356.000000,16000.926036
256,2407092.994780,299899.000000,80875.895235
512,1836861.560133,273788.000000,114316.587112
1024,2711238.449470,293740.000000,494736.562099
2048,930154.559430,131765.000000,258823.921599
4096,2295763.318453,298504.000000,192368.546735
8192,1441126.533712,275166.000000,493243.637098
16384,3020158.681052,269797.000000,575539.061396
32768,1834741.580306,96316.000000,1583417.186471
65536,3621222.680738,240892.000000,2725448.315286
