frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,352606.078588,199020.000000,0.000000
4,163772.178251,106037.000000,0.000000
8,407826.222678,239987.000000,0.000000
16,144622.192692,87899.000000,0.000000
32,436080.703034,306331.000000,0.000000
64,116602.842980,71051.000000,0.000000
128,419490.864833,208394.000000,0.000000
256,251839.333159,183913.000000,0.000000
512,371820.097024,271071.000000,0.000000
1024,285069.015589,175643.000000,0.000000
2048,279661.832439,188021.000000,0.000000
4096,761303.839459,332451.000000,0.000000
8192,171304.504766,99277.000000,0.000000
16384,496460.608501,241460.000000,0.000000
32768,295871.313040,153101.000000,0.000000
65536,391495.658040,248525.000000,0.000000
