frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,745664.339515,277937.000000,0.000000
4,531478.688275,217564.000000,0.000000
8,843964.996349,265294.000000,0.000000
16,267692.557450,132792.000000,0.000000
32,508703.965583,219908.000000,0.000000
64,325090.964807,142593.000000,0.000000
128,581967.840163,270800.000000,0.000000
256,828172.313729,259196.000000,0.000000
512,741613.079164,189301.000000,0.000000
1024,956545.898094,171995.000000,0.000000
2048,1448214.526328,265835.000000,0.000000
4096,1997223.629043,292438.000000,0.000000
8192,279020.978444,82903.000000,0.000000
16384,397081.064894,99869.000000,0.000000
32768,1561230.391551,200992.000000,0.000000
65536,1311364.443256,176239.000000,0.000000
