frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,564779.552223,311016.000000,75.749587
4,306987.375446,124157.000000,32.802439
8,733215.753985,295098.000000,354.501058
16,562080.716290,207636.000000,140.074980
32,603617.549777,331884.000000,95.874919
64,615557.812993,292741.000000,1876.194553
128,199079.559069,93710.000000,51442.263296
256,694856.060504,278297.000000,851.268465
512,112752.602382,77751.000000,4958.408515
1024,786237.638827,297703.000000,15176.290686
2048,487847.582357,277463.000000,23078.825273
4096,194486.134362,88245.000000,79430.390475
8192,523395.320437,220456.000000,320231.095551
16384,736004.450832,216310.000000,109109.257582
32768,859428.479406,254781.000000,221907.846308
65536,393113.152262,175777.000000,246616.160423
