frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,243503.943802,214514.000000,28.178006
4,205093.313041,78362.000000,182.551363
8,413395.716975,179995.000000,5784.451919
16,536725.505679,269505.000000,4256.242474
32,241651.295653,105731.000000,126.356638
64,156154.349565,65080.000000,599.238684
128,402652.792630,176734.000000,4420.881134
256,332049.765760,122749.000000,410.728621
512,361243.190260,195466.000000,5827.623015
1024,989686.397683,310825.000000,17684.655948
2048,708672.385263,321432.000000,8339.879675
4096,817463.717367,252689.000000,396238.586507
8192,567951.162723,170634.000000,126154.014296
16384,523453.237626,188322.000000,365968.431666
32768,844583.794207,313052.000000,135130.391256
65536,1115453.391485,262866.000000,942294.716771
