frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,96301.451002,49490.000000,0.000000
4,311164.715631,156212.000000,0.000000
8,85141.810393,50670.000000,0.000000
16,507178.601204,298587.000000,0.000000
32,70975.839368,28388.000000,0.000000
64,140445.155662,59446.000000,0.000000
128,156063.581155,117717.000000,0.000000
256,73645.948490,42474.000000,0.000000
512,104129.100227,53184.000000,0.000000
1024,280865.506666,118267.000000,0.000000
2048,372090.672507,233691.000000,0.000000
4096,103891.477875,45295.000000,0.000000
8192,113831.575949,85569.000000,0.000000
16384,160845.019957,92019.000000,0.000000
32768,154790.795091,106817.000000,0.000000
65536,942257.564333,252326.000000,0.000000
