frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,157800.410415,68808.000000,0.000000
4,123876.192684,47045.000000,0.000000
8,157668.100433,77775.000000,0.000000
16,458771.787019,272654.000000,0.000000
32,282168.217909,131358.000000,0.000000
64,611787.399909,332320.000000,0.000000
128,173122.816624,117397.000000,0.000000
256,569267.966870,288278.000000,0.000000
512,264017.989908,141751.000000,0.000000
1024,488800.985409,282180.000000,0.000000
2048,401349.793914,237619.000000,0.000000
4096,252439.580662,103455.000000,0.000000
8192,489164.426843,197598.000000,0.000000
16384,413423.692610,119258.000000,0.000000
32768,1066577.560284,261350.000000,0.000000
65536,215809.118989,85624.000000,0.000000
