frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,202648.646655,98716.000000,0.000000
4,433226.686452,288050.000000,0.000000
8,399556.544451,226400.000000,0.000000
16,335217.530823,161338.000000,0.000000
32,237068.971831,160228.000000,0.000000
64,133731.802837,51373.000000,0.000000
128,681073.448927,209818.000000,0.000000
256,230088.933313,137859.000000,0.000000
512,249156.374681,154877.000000,0.000000
1024,234896.615829,137935.000000,0.000000
2048,266465.861648,95560.000000,0.000000
4096,593339.602167,203238.000000,0.000000
8192,383274.592060,261222.000000,0.000000
16384,659915.869452,238527.000000,0.000000
32768,776937.793854,266722.000000,0.000000
65536,459729.141581,140863.000000,0.000000
