frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,324934.268824,264394.000000,78.905006
4,349930.332016,230229.000000,23.958297
8,405387.357069,216060.000000,55.344376
16,174822.774886,122913.000000,85.375641
32,748926.301122,279751.000000,5033.737081
64,490035.454282,237017.000000,553.185322
128,387533.817877,207344.000000,17684.252345
256,263870.576564,101606.000000,668.376391
512,733758.658286,262952.000000,59572.802007
1024,882371.129229,314820.000000,94040.204913
2048,520285.789391,271332.000000,97363.354236
4096,379059.876811,116102.000000,3272.149446
8192,992269.109667,311987.000000,489287.584209
16384,607258.099300,146660.000000,571436.533925
32768,202220.529677,96748.000000,163807.297328
65536,1395747.692811,273899.000000,1057741.480484
