frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,350053.880286,168275.000000,0.000000
4,394780.644258,132222.000000,0.000000
8,667234.087037,303950.000000,0.000000
16,426734.993094,151676.000000,0.000000
32,426659.783079,266288.000000,0.000000
64,303757.901071,131884.000000,0.000000
128,285665.966337,202391.000000,0.000000
256,302115.040031,188290.000000,0.000000
512,529089.009229,297736.000000,0.000000
1024,303958.709949,144588.000000,0.000000
2048,249163.286110,152603.000000,0.000000
4096,275487.731353,249770.000000,0.000000
8192,333467.361652,241247.000000,0.000000
16384,677750.716429,247013.000000,0.000000
32768,305995.444763,202015.000000,0.000000
65536,601876.383491,177411.000000,0.000000
