frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,936922.392303,305762.000000,29.410882
4,289683.361079,71005.000000,51.990384
8,576601.996483,267639.000000,66.528190
16,537569.326116,259183.000000,28.513155
32,786818.296666,292342.000000,96.327566
64,899366.583618,277962.000000,153.016339
128,903846.637729,307514.000000,3177.713801
256,570202.450574,263414.000000,8184.587100
512,635093.058662,266808.000000,81199.648109
1024,795452.415543,269702.000000,27083.235239
2048,905141.806837,231668.000000,238298.880293
4096,424140.935505,83631.000000,137680.314174
8192,714273.897579,245279.000000,160557.174953
16384,611819.748070,140794.000000,416790.517245
32768,2380274.355992,197039.000000,2323169.999799
65536,2153832.241177,223740.000000,1673979.244264
