frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,46136.207831,18340.000000,21.095023
4,178500.211017,98277.000000,48.155997
8,131632.381199,77049.000000,34.496377
16,317557.462104,149981.000000,48.466483
32,327141.463619,204110.000000,54.433446
64,332048.952390,275558.000000,226.898656
128,541388.091125,289726.000000,421.841202
256,174940.678929,105559.000000,1461.678487
512,384524.937219,226456.000000,9676.780921
1024,130904.534765,61029.000000,4372.821629
2048,236995.496890,188805.000000,15540.754486
4096,151629.611732,80183.000000,10513.981311
8192,252573.725700,139793.000000,99773.698774
16384,549063.062890,220318.000000,310718.633894
32768,88240.835983,44951.000000,50835.755960
65536,162884.664165,76379.000000,138679.702816
