frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,505392.203438,344812.000000,116.331423
4,61070.654581,25871.000000,13.190906
8,52335.546266,25585.000000,74.531872
16,75217.156341,41197.000000,33.090784
32,399773.194908,233614.000000,789.012040
64,388653.915412,333969.000000,138.257007
128,198630.623686,110323.000000,7443.301284
256,403232.972279,187497.000000,251.481610
512,416587.587118,228236.000000,685.134293
1024,454061.681234,257306.000000,2836.782861
2048,156977.871858,82021.000000,47512.096565
4096,388349.502819,225018.000000,5571.663935
8192,93100.150236,39007.000000,23306.037780
16384,125992.161967,59265.000000,43391.672692
32768,167026.180172,58724.000000,127477.993336
65536,143286.670591,83747.000000,0.000000
