frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,943574.031497,196769.000000,24.596748
4,1042225.135932,241442.000000,109302.513036
8,601630.788512,215541.000000,31.320920
16,1387824.900944,280543.000000,67498.033431
32,1764949.791611,279577.000000,5725.995547
64,1786233.920014,242122.000000,213.417431
128,2242100.736774,282553.000000,14630.199554
256,2239220.080248,301767.000000,175362.188008
512,1715977.296986,291871.000000,311510.240925
1024,2384655.045707,298898.000000,356991.735361
2048,2327106.734373,282857.000000,244169.911961
4096,767121.262921,178865.000000,149938.026651
8192,2356610.015382,254614.000000,595349.685810
16384,2661414.753164,298892.000000,1255219.980269
32768,4157650.549996,300633.000000,3289990.469765
65536,6467182.675802,222967.000000,5239793.368158
