frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,126952.845273,22007.000000,368.915980
4,791186.127924,103307.000000,12184.388782
8,1392671.741724,164648.000000,22203.255302
16,449848.087777,77314.000000,12576.945098
32,1487882.936885,182823.000000,20351.119158
64,703856.554898,86979.000000,12121.630047
128,849952.033960,102072.000000,71410.584454
256,1372363.783954,159726.000000,82373.049713
512,869862.296262,97101.000000,96018.324855
1024,1260220.387250,149528.000000,164693.889659
2048,1359271.706877,169821.000000,324295.763657
4096,932981.415929,125005.000000,308864.924812
8192,2222744.912380,216627.000000,676873.975780
16384,2100200.100071,202677.000000,1070787.224345
32768,2108168.106303,198305.000000,1213492.314753
65536,2188142.168896,183960.000000,2008156.918794
