frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,182977.948363,119344.000000,728.397556
4,278615.863131,177469.000000,515.034950
8,135866.618350,99057.000000,136.784502
16,336701.414859,156271.000000,596.138407
32,138657.209993,79767.000000,113.216607
64,257457.670119,92681.000000,32691.103010
128,483876.037575,255938.000000,17478.821013
256,194802.351046,88736.000000,1658.263851
512,380818.142755,188867.000000,20384.905420
1024,150306.512876,80280.000000,18055.744211
2048,585777.341537,320569.000000,102497.235558
4096,380789.104835,174377.000000,116657.159279
8192,928200.515980,297433.000000,336871.667071
16384,185037.362584,83591.000000,101679.489884
32768,253623.645475,81769.000000,238708.177424
65536,833954.569233,333309.000000,337514.890117
