frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,570051.287766,263110.000000,946.163305
4,236154.093608,100388.000000,70.830784
8,841590.897459,310063.000000,1817.841027
16,391182.839233,127462.000000,803.644822
32,142332.498404,52549.000000,1055.681770
64,842357.296779,288406.000000,53683.067973
128,486407.356943,262303.000000,826.655914
256,199310.214083,54873.000000,41749.161836
512,414280.144111,177048.000000,11973.211683
1024,769875.021605,318398.000000,14683.981204
2048,202868.637219,100848.000000,12691.364623
4096,428958.878417,132320.000000,152549.284341
8192,191827.886568,65479.000000,51558.688026
16384,179332.939013,65685.000000,46634.364861
32768,303249.926391,99055.000000,0.000000
65536,1076063.349211,250571.000000,771924.062825
