frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,567280.134726,80103.000000,8123.336384
4,804165.576274,101937.000000,10214.443646
8,461881.538937,55410.000000,6079.174122
16,645035.405374,83078.000000,11549.341063
32,1092052.197106,149620.000000,4433.432305
64,1200403.107944,165414.000000,35657.853006
128,1699464.394721,190844.000000,72318.204582
256,1536276.421198,165478.000000,118170.765767
512,576074.563284,88554.000000,36302.407386
1024,714357.470545,106281.000000,129853.986966
2048,843148.576559,102363.000000,288394.114248
4096,1949911.801123,190939.000000,291069.117481
8192,1523220.799594,153729.000000,77035.912567
16384,1039874.823714,140877.000000,200542.093150
32768,3431652.438146,276514.000000,1555414.468100
65536,1849068.002664,69438.000000,1845558.075321
