frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,184247.477665,81622.000000,4641.943774
4,214252.981291,95196.000000,726.495699
8,263340.685303,100339.000000,77.910205
16,524791.280984,200418.000000,2194.197803
32,393551.808240,181774.000000,13604.826019
64,558457.763125,175855.000000,24101.882292
128,304736.446827,165269.000000,3847.481644
256,289514.375685,76537.000000,10675.490855
512,210573.209170,99649.000000,1764.268120
1024,280683.878130,137177.000000,5331.753276
2048,432972.239573,145346.000000,48807.747233
4096,493578.023732,152529.000000,56229.210247
8192,402736.551815,177493.000000,170182.848257
16384,123654.416189,45785.000000,76597.473868
32768,472294.947666,191283.000000,320801.612106
65536,402320.714807,147154.000000,368915.030020
