frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,775099.603797,96394.000000,41746.861187
4,544352.736390,75200.000000,23881.645211
8,871401.865018,114401.000000,1835.310600
16,391101.934356,68130.000000,16436.257329
32,1064916.148884,148930.000000,4431.047732
64,900300.253253,109298.000000,42108.722386
128,886232.583080,123932.000000,39256.589982
256,1186221.397410,164236.000000,24008.111629
512,1418208.878687,165693.000000,121282.314642
1024,1707870.302829,184025.000000,66135.783877
2048,2748177.820329,259212.000000,724841.463908
4096,596381.327629,84562.000000,99403.802342
8192,363242.366225,45472.000000,195050.330420
16384,2413906.659130,221812.000000,1176626.199763
32768,3093079.734190,227623.000000,1813083.600592
65536,3784246.637445,244176.000000,3142576.539994
