frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,480450.409502,243668.000000,1148.960400
4,408850.361953,250488.000000,293.489352
8,204407.793036,123870.000000,947.083418
16,237406.314996,96699.000000,143.694120
32,109143.660260,61918.000000,1838.591852
64,206182.667935,107929.000000,6474.913281
128,529791.637983,250080.000000,2297.455767
256,294926.057552,173168.000000,22407.557877
512,230111.571254,182443.000000,16316.201825
1024,395706.752190,211973.000000,64207.594185
2048,333841.963077,195616.000000,54192.137308
4096,316597.731138,174455.000000,70765.019671
8192,265219.771137,156271.000000,82513.067214
16384,139819.257375,98945.000000,21449.495798
32768,524022.020124,406948.000000,315612.175310
65536,292955.021587,168647.000000,219644.799540
