frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,730449.987844,98432.000000,4672.345022
4,379532.629852,61078.000000,11419.313070
8,552915.785692,72292.000000,22809.645701
16,978153.310815,137185.000000,3939.929949
32,1552409.525491,182539.000000,57396.821358
64,582073.125359,92785.000000,12068.153380
128,1368173.864497,162036.000000,86821.551322
256,1486332.499989,182134.000000,122006.571995
512,1068383.749513,126971.000000,34441.322173
1024,827663.688162,97216.000000,134440.659326
2048,1159502.398683,134351.000000,138055.383147
4096,959165.031224,106683.000000,425000.514442
8192,1765492.721797,203607.000000,933142.856760
16384,1131655.305133,143932.000000,440321.777649
32768,934221.761175,40476.000000,727344.255753
65536,3069907.710067,233408.000000,2171339.272658
