frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,776108.356036,103498.000000,85298.676760
4,503456.516418,63060.000000,13894.223656
8,1349286.253703,175348.000000,4629.665539
16,1216865.728892,156826.000000,29269.469076
32,847469.078970,115310.000000,29175.798772
64,1696844.330261,207318.000000,71085.637558
128,1368467.840229,171799.000000,37427.391988
256,1187298.209782,164341.000000,44048.025745
512,1296526.144139,136566.000000,140705.171223
1024,1146662.205785,134714.000000,43468.145521
2048,1341510.312076,160044.000000,255653.061368
4096,935139.926146,123101.000000,270310.015943
8192,1068498.787959,126171.000000,449481.960537
16384,1767324.300177,71978.000000,749096.821501
32768,746174.227544,32793.000000,0.000000
65536,2405419.006050,123234.000000,1206611.243234
