frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,298510.390988,176628.000000,100.000000
4,270955.058499,148061.000000,860.563188
8,543791.187710,196104.000000,1506.875244
16,204644.190900,75320.000000,115.706525
32,169752.146767,70947.000000,6954.282350
64,88025.194848,34682.000000,19355.695079
128,274214.331941,99982.000000,4846.840001
256,104815.095626,35163.000000,1792.706892
512,349829.514119,190105.000000,16746.847256
1024,118620.162076,49144.000000,35233.536567
2048,607792.828468,247354.000000,93055.954715
4096,732869.917084,230873.000000,235249.748446
8192,847396.754089,292911.000000,347328.954530
16384,219258.169617,96901.000000,86046.165057
32768,399821.109653,117408.000000,186557.854094
65536,634325.656493,114787.000000,603148.815447
