frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,423991.426503,58429.000000,5687.028662
4,1525646.994137,168586.000000,20470.357325
8,416856.916812,48809.000000,8044.262987
16,286207.433034,46699.000000,3775.815011
32,998730.914137,122299.000000,9224.055995
64,747769.860240,91173.000000,24590.243675
128,1897758.541817,229380.000000,71846.211327
256,981334.773328,118955.000000,71017.843800
512,1184452.003055,123589.000000,188425.120621
1024,1649100.721662,191463.000000,299239.566931
2048,2121322.688926,211739.000000,112109.096326
4096,1639015.587167,196954.000000,453858.907092
8192,1476348.917303,149657.000000,503944.605778
16384,2369225.219117,209585.000000,258588.055503
32768,1093860.907493,117444.000000,751945.164776
65536,1081896.273871,49429.000000,1049374.039177
