frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,142361.943450,125677.000000,88.577650
4,561588.725546,332803.000000,229.654088
8,524425.823239,322880.000000,829.357583
16,128296.657657,92040.000000,202.709151
32,115575.318360,76108.000000,3085.971322
64,303050.833411,128525.000000,3412.810572
128,261840.155507,149254.000000,3536.466881
256,421096.023071,206324.000000,9058.264679
512,422297.326083,337456.000000,4155.310217
1024,497645.454846,198096.000000,11482.255528
2048,271449.627596,107690.000000,22148.967154
4096,270708.487767,151133.000000,115789.147726
8192,202319.078319,77197.000000,57349.179140
16384,606510.989089,212098.000000,396480.529937
32768,692639.242312,274060.000000,415239.677332
65536,406719.239270,173151.000000,259001.792473
