frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,533047.520406,245193.000000,461.903670
4,86881.149394,48829.000000,191.060200
8,197649.683529,66120.000000,216.060177
16,349818.578509,308472.000000,5048.684878
32,209466.339265,90222.000000,1390.707374
64,500809.986467,296567.000000,2876.094227
128,423978.598308,316383.000000,4499.377957
256,237307.512174,140878.000000,6380.818600
512,857039.223678,352240.000000,42247.608287
1024,362176.276227,175515.000000,175598.579428
2048,416249.479859,260334.000000,10245.660740
4096,260744.136260,130782.000000,93177.367864
8192,110155.763785,64088.000000,40785.583421
16384,51531.051057,14142.000000,33249.195780
32768,460012.240783,211275.000000,212697.393179
65536,391778.510730,133767.000000,320037.243720
