frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,213929.864210,119490.000000,672.085560
4,439656.367373,273304.000000,674.868135
8,167395.895087,83185.000000,117.932184
16,430292.004631,242848.000000,828.120764
32,194532.920001,105742.000000,522.991396
64,324650.049473,176324.000000,5317.612434
128,198596.354805,110179.000000,19128.430411
256,602153.944619,390256.000000,1824.285888
512,282418.316768,218375.000000,11405.959057
1024,325436.656614,165387.000000,1905.840759
2048,555831.639740,336340.000000,25293.880960
4096,327645.349228,151094.000000,88310.319601
8192,704373.694092,295955.000000,272567.192758
16384,392813.217122,231284.000000,29033.700126
32768,447305.409879,184252.000000,117269.128333
65536,422557.521956,114459.000000,68288.546375
