frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,510527.178239,154596.000000,888.166651
4,578530.063268,189151.000000,1491.401354
8,842381.085611,222210.000000,11632.761194
16,494819.556317,154232.000000,8247.224927
32,367609.892172,131608.000000,10379.905202
64,698108.390556,155876.000000,113639.152883
128,776221.616501,250319.000000,20282.313625
256,581587.701644,175194.000000,42686.640545
512,788068.783751,180159.000000,75333.904299
1024,744076.264779,199495.000000,163560.667002
2048,1002075.818501,233193.000000,205729.802814
4096,175155.320656,28952.000000,13293.456097
8192,1207462.409098,288732.000000,298978.325750
16384,707296.281498,199992.000000,265700.773525
32768,1580298.967907,289668.000000,865921.500075
65536,499947.811441,101015.000000,284602.269459
