frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,692487.495685,270459.000000,4560.591299
4,348709.638528,109179.000000,8919.536367
8,561909.862325,131074.000000,6538.011165
16,255241.640124,100207.000000,2860.174995
32,598652.713415,159592.000000,3827.314202
64,518497.344763,119161.000000,90013.123399
128,630350.739329,181534.000000,24286.011673
256,493366.182868,123998.000000,17708.898018
512,339523.397700,73616.000000,23012.227967
1024,945383.246390,222625.000000,35323.088483
2048,897625.600714,268716.000000,97593.026298
4096,832811.758048,164427.000000,216207.259901
8192,1173157.112031,251353.000000,232873.251682
16384,797789.528012,207028.000000,572518.491674
32768,1260266.229969,245640.000000,493918.564948
65536,2422829.956933,212491.000000,2337994.076421
