frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,144152.344050,72560.000000,20.542639
4,330550.891282,299219.000000,240.345585
8,308335.100480,197358.000000,2902.894418
16,154010.796014,74953.000000,117.170815
32,261676.239131,194633.000000,1063.440172
64,294240.640256,164030.000000,208.578522
128,285028.955589,226798.000000,5693.346643
256,947818.785295,518343.000000,15990.868894
512,263623.116521,150377.000000,1878.966471
1024,276930.770703,209513.000000,12691.680897
2048,214461.542448,142436.000000,41496.321921
4096,285798.637061,216253.000000,26920.889751
8192,400138.067673,237014.000000,243410.526859
16384,448097.083736,217094.000000,330892.561838
32768,92196.085665,40077.000000,19892.591611
65536,213140.151863,93036.000000,197894.234949
