frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,124063.406567,60127.000000,97.313925
4,220714.629925,135499.000000,188.071795
8,86716.117706,38833.000000,1158.656550
16,266285.766266,187466.000000,3589.996240
32,351739.210268,172777.000000,448.956568
64,506137.795277,237479.000000,3945.066032
128,473334.752286,374557.000000,2467.872971
256,141012.669757,94684.000000,1017.943515
512,522862.845573,288089.000000,979.434020
1024,161958.560221,58393.000000,15218.664100
2048,179193.125111,108702.000000,19745.569149
4096,481009.083635,226290.000000,122769.889863
8192,223704.421501,106839.000000,74342.556534
16384,458880.625628,315332.000000,340233.479990
32768,60258.426614,33457.000000,1404.398092
65536,181986.510291,128398.000000,0.000000
