frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,460675.534607,175804.000000,3165.248331
4,719784.450476,198452.000000,4308.186161
8,620187.631346,190890.000000,15285.956561
16,730017.704618,254812.000000,8405.381728
32,269524.127666,79565.000000,3783.144195
64,1176701.382670,272831.000000,12782.439517
128,1011103.495215,264248.000000,12874.825513
256,563992.118166,135684.000000,8897.796975
512,826345.707629,239479.000000,125818.778694
1024,899786.544192,214408.000000,172533.819812
2048,800821.742289,228673.000000,129423.076509
4096,796420.046905,193027.000000,255058.024134
8192,989858.633008,244224.000000,276911.918572
16384,753332.961129,185538.000000,246890.709187
32768,1095289.644963,274524.000000,569926.659519
65536,1826637.881385,294108.000000,980045.859456
