frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,205810.969185,113382.000000,100.129916
4,286125.856979,150958.000000,414.301822
8,33789.844909,9138.000000,328.954404
16,204847.029708,161304.000000,35.552778
32,412449.571600,377744.000000,297.072382
64,279070.408309,131659.000000,4806.632085
128,210738.758559,151205.000000,812.849925
256,272672.982395,127753.000000,6745.856654
512,591296.008273,268963.000000,6522.821169
1024,145076.463308,92867.000000,1262.098253
2048,179978.162317,87247.000000,35840.957409
4096,352542.881501,175228.000000,8633.242207
8192,242938.120313,113143.000000,183110.888770
16384,155977.500576,64120.000000,32675.175195
32768,229523.332574,135938.000000,91335.416389
65536,521674.907674,264998.000000,482826.616475
