frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,101857.605386,34822.000000,355.311131
4,245947.172297,155652.000000,199.587074
8,81167.916254,39032.000000,250.413658
16,497725.528279,221844.000000,1759.472080
32,239671.438912,148272.000000,2726.111700
64,450697.787048,179307.000000,17843.476399
128,848244.733962,275433.000000,60122.097152
256,455789.124021,152501.000000,29023.231402
512,620920.549637,225061.000000,69276.959676
1024,742013.908052,256477.000000,65405.516251
2048,312991.643451,129512.000000,101119.554301
4096,393239.138830,121154.000000,214260.721825
8192,753862.731874,288905.000000,169269.187923
16384,528040.646846,219488.000000,294197.443062
32768,743938.672750,180898.000000,287129.079130
65536,700873.368659,248332.000000,442008.859100
