frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,618680.246026,215574.000000,682.187657
4,358530.793163,167245.000000,866.036373
8,281086.520961,105314.000000,2838.637173
16,893537.051095,240146.000000,12297.931818
32,511560.337993,256035.000000,227.741081
64,200680.164124,75321.000000,665.169903
128,521655.019944,279117.000000,32250.076992
256,740727.686341,246633.000000,80820.406334
512,298073.909205,197522.000000,7402.980008
1024,311118.060537,187356.000000,19407.935722
2048,342947.568001,129607.000000,62401.023750
4096,509034.800580,144700.000000,240616.088107
8192,708086.074014,244619.000000,280922.286159
16384,283285.293263,99535.000000,156844.219919
32768,257621.808380,103916.000000,211725.597293
65536,664894.096285,159068.000000,657015.074709
