frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,182348.839316,101340.000000,10259.868908
4,147968.253906,58418.000000,5409.100665
8,209037.073071,57861.000000,608.309132
16,344448.644303,165746.000000,9953.972323
32,176847.909515,54452.000000,449.695453
64,352969.382672,118903.000000,287.153269
128,223230.019802,68029.000000,422.973994
256,374429.588602,149662.000000,7928.458993
512,302953.897171,103007.000000,11747.232355
1024,264979.067188,122926.000000,14120.490501
2048,777420.577403,202887.000000,67855.280929
4096,528796.800459,203679.000000,28856.790587
8192,227346.874841,114677.000000,119961.930061
16384,916843.426491,198294.000000,615736.808319
32768,171174.573769,54321.000000,146882.451576
65536,979749.473154,230190.000000,895697.465860
