frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,228548.111655,88513.000000,337.495185
4,164821.732093,89559.000000,2670.067789
8,175420.151328,112944.000000,1098.429788
16,280361.022628,146990.000000,2033.277650
32,225160.655560,149801.000000,6571.681900
64,267405.530715,87862.000000,1893.946937
128,135137.408296,36185.000000,3226.337862
256,494826.789596,246972.000000,17353.355295
512,449315.654725,204359.000000,22157.095635
1024,423979.639682,207430.000000,17329.898817
2048,319835.572515,123324.000000,51875.043036
4096,586620.180963,184432.000000,162845.084430
8192,292339.563670,92877.000000,58772.409964
16384,487289.023811,168180.000000,113129.166257
32768,957991.339655,279494.000000,800464.664691
65536,1576061.381262,277664.000000,1044629.788585
