frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,196271.785453,113855.000000,9.273618
4,147159.203718,82693.000000,104.546640
8,335793.650917,224834.000000,91.186622
16,206682.852620,124062.000000,96.664368
32,371114.760693,322740.000000,11669.694512
64,476215.307023,291001.000000,281.405402
128,112809.516997,35307.000000,417.782240
256,496316.459506,260316.000000,880.155100
512,132464.472999,52378.000000,10634.226723
1024,518970.703938,311214.000000,68846.475502
2048,713040.728668,215301.000000,55136.940448
4096,354529.510495,160585.000000,89315.234350
8192,884112.082627,239600.000000,182696.774036
16384,2470397.743309,230265.000000,663974.268308
32768,1569641.175798,196343.000000,1237144.041407
65536,4927686.383028,285635.000000,4881708.595263
