frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,175792.689578,84686.000000,257.831340
4,197688.815073,124246.000000,71.309186
8,403651.028762,219663.000000,121.383689
16,619515.023131,204306.000000,478.037655
32,387915.388666,202426.000000,851.751724
64,512646.971662,256357.000000,76.151165
128,271214.164374,138830.000000,4023.611065
256,283325.819198,94258.000000,20129.391893
512,665922.131788,207979.000000,15347.120056
1024,928642.550388,314592.000000,2619.727467
2048,241008.066404,59048.000000,25118.166414
4096,739607.967579,304416.000000,421341.148922
8192,2246453.014771,298922.000000,563983.643189
16384,716573.890900,117008.000000,613348.366844
32768,1546971.730468,306741.000000,603262.231133
65536,1420551.570318,249288.000000,1286942.389413
