frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,215416.931062,108468.000000,49.989999
4,197252.737393,151896.000000,54.571055
8,86992.647459,63297.000000,721.506757
16,643945.954847,436185.000000,204.540949
32,276240.824235,104360.000000,1419.720747
64,377677.637277,282193.000000,12853.753537
128,521906.125540,199940.000000,367.986413
256,179378.147066,84907.000000,16399.922866
512,360131.907599,216043.000000,22650.750672
1024,311922.773680,272642.000000,1127.611192
2048,624222.133819,343798.000000,130131.120505
4096,629038.388635,213418.000000,241897.567185
8192,332562.683759,98879.000000,215667.200355
16384,363704.793631,148395.000000,197108.686939
32768,4878746.512929,207716.000000,1360749.898250
65536,3636689.858698,164524.000000,3610363.281681
