frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,388014.728535,277988.000000,26.115130
4,372583.885838,151088.000000,977.764287
8,232717.760942,154481.000000,40.211939
16,141444.030906,48631.000000,106.957936
32,818977.151460,309420.000000,142.253295
64,1068747.474968,497045.000000,968.836416
128,808054.281625,288578.000000,144918.199399
256,717827.130230,261876.000000,8255.414829
512,488427.203174,345494.000000,17406.288433
1024,470718.121769,189600.000000,52193.609360
2048,657221.656736,240817.000000,79446.751268
4096,846814.201617,268332.000000,28719.935341
8192,1333898.102017,273315.000000,525278.979574
16384,2263455.960057,263756.000000,1803029.373068
32768,2731473.877556,239813.000000,2534378.714434
65536,3087111.051352,131192.000000,2923256.966472
