frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,268339.888153,199853.000000,277.897463
4,520607.655599,330254.000000,12.206556
8,389161.070607,196358.000000,1016.445768
16,194094.254513,120201.000000,459.685762
32,421666.266766,256570.000000,95.728784
64,323639.181321,181113.000000,639.194806
128,852160.220352,343212.000000,25350.109960
256,724339.248415,288886.000000,18496.864707
512,688380.246080,300167.000000,4071.395952
1024,288234.145229,82266.000000,59117.567922
2048,973002.035088,302753.000000,477340.892169
4096,493071.232082,157481.000000,18126.922546
8192,135716.317888,72147.000000,61642.725483
16384,2723908.247030,215495.000000,908648.046711
32768,978679.224106,220472.000000,748790.995332
65536,879332.222150,115060.000000,846032.529197
