frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,196920.205601,121430.000000,1655.795881
4,245498.253766,139255.000000,146.003425
8,204694.880444,131255.000000,254.587902
16,326310.584933,227476.000000,329.167131
32,188072.223840,91310.000000,259.786451
64,528571.672529,277334.000000,236.247751
128,419109.638223,254446.000000,363.180396
256,731893.372662,242861.000000,2047.938231
512,253305.848752,106891.000000,13213.189698
1024,704986.126355,268427.000000,34089.229765
2048,966324.074720,279114.000000,72610.402375
4096,603507.502404,190302.000000,36594.378229
8192,845816.132564,140978.000000,512325.670191
16384,2640731.191866,239680.000000,2401429.801322
32768,2604675.128561,181521.000000,1371746.320946
65536,11569613.678980,303540.000000,11491331.864422
