frequency,RFDynamic_njobs200_mode0_L2_norm_flow_time,RFDynamic_njobs200_mode1_L2_norm_flow_time,RFDynamic_njobs200_mode2_L2_norm_flow_time,RFDynamic_njobs200_mode4_L2_norm_flow_time,RFDynamic_njobs200_mode8_L2_norm_flow_time,RFDynamic_njobs200_mode16_L2_norm_flow_time,RFDynamic_njobs200_mode0_maximum_flow_time,RFDynamic_njobs200_mode1_maximum_flow_time,RFDynamic_njobs200_mode2_maximum_flow_time,RFDynamic_njobs200_mode4_maximum_flow_time,RFDynamic_njobs200_mode8_maximum_flow_time,RFDynamic_njobs200_mode16_maximum_flow_time
1024,1066877.549981,1066877.549981,1066877.549981,1066877.549981,1066877.549981,1066877.549981,18225.000000,18225.000000,18225.000000,18225.000000,18225.000000,18225.000000
128,18547802.119116,18547802.119116,18547802.119116,18547802.119116,18547802.119116,18547802.119116,319764.000000,319764.000000,319764.000000,319764.000000,319764.000000,319764.000000
16384,1164980.805171,1164980.805171,1164980.805171,1164980.805171,1164980.805171,1164980.805171,28830.000000,28830.000000,28830.000000,28830.000000,28830.000000,28830.000000
16,305769.506393,305769.506393,305769.506393,305769.506393,305769.506393,305769.506393,5997.000000,5997.000000,5997.000000,5997.000000,5997.000000,5997.000000
2048,18157308.803638,18157308.803638,18157308.803638,18157308.803638,18157308.803638,18157308.803638,312563.000000,312563.000000,312563.000000,312563.000000,312563.000000,312563.000000
256,34756541.320625,34756541.320625,34756541.320625,34756541.320625,34756541.320625,34756541.320625,604315.000000,604315.000000,604315.000000,604315.000000,604315.000000,604315.000000
2,17694363.008625,17694363.008625,17694363.008625,17694363.008625,17694363.008625,17694363.008625,307534.000000,307534.000000,307534.000000,307534.000000,307534.000000,307534.000000
32768,1941693.966768,1941693.966768,1941693.966768,1941693.966768,1941693.966768,1941693.966768,30717.000000,30717.000000,30717.000000,30717.000000,30717.000000,30717.000000
32,35213449.576880,35213449.576880,35213449.576880,35213449.576880,35213449.576880,35213449.576880,608869.000000,608869.000000,608869.000000,608869.000000,608869.000000,608869.000000
4096,1217676.231464,1217676.231464,1217676.231464,1217676.231464,1217676.231464,1217676.231464,22289.000000,22289.000000,22289.000000,22289.000000,22289.000000,22289.000000
4,17579361.843335,17579361.843335,17579361.843335,17579361.843335,17579361.843335,17579361.843335,304907.000000,304907.000000,304907.000000,304907.000000,304907.000000,304907.000000
512,18446745.920515,18446745.920515,18446745.920515,18446745.920515,18446745.920515,18446745.920515,320845.000000,320845.000000,320845.000000,320845.000000,320845.000000,320845.000000
64,851922.663535,851922.663535,851922.663535,851922.663535,851922.663535,851922.663535,14977.000000,14977.000000,14977.000000,14977.000000,14977.000000,14977.000000
65536,13278957.124803,13278957.124803,13278957.124803,13278957.124803,13278957.124803,13278957.124803,246106.000000,246106.000000,246106.000000,246106.000000,246106.000000,246106.000000
8192,472031.764847,472031.764847,472031.764847,472031.764847,472031.764847,472031.764847,14769.000000,14769.000000,14769.000000,14769.000000,14769.000000,14769.000000
8,35236002.963569,35236002.963569,35236002.963569,35236002.963569,35236002.963569,35236002.963569,608254.000000,608254.000000,608254.000000,608254.000000,608254.000000,608254.000000
