arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
24,100.000000,50,9762592.681176,9762592.681176,9762592.681176,9762592.681176,9762592.681176,9762592.681176,9762592.681176,9762592.681176
24,500.000000,200,58976521.669019,58976521.669019,58976521.669019,58976521.669019,58976521.669019,58976521.669019,58976521.669019,58976521.669019
24,2000.000000,800,244733519.280269,244733519.280269,244733519.280269,244733519.280269,244733519.280269,244733519.280269,244733519.280269,244733519.280269
24,8.500000,262144,29681608.293815,29143485.672559,29143485.672559,29143485.672559,29143485.672559,29143485.672559,29143485.672559,29143485.672559
24,9.800000,32768,40278427.106907,40278427.106907,40278427.106907,40278427.106907,40278427.106907,40278427.106907,40278427.106907,40278427.106907
24,12.400000,4096,62947267.812926,62947267.812926,62947267.812926,62947267.812926,62947267.812926,62947267.812926,62947267.812926,62947267.812926
24,18.900000,512,107017596.161945,107017596.161945,107017596.161945,107017596.161945,107017596.161945,107017596.161945,107017596.161945,107017596.161945
24,60.000000,24,161179232.980820,161965820.448653,162190171.820834,162983665.080238,163430854.508465,164113083.118293,164113083.118293,163384407.564486
24,60.000000,18,165372324.142310,162319216.260579,162073899.323516,168886905.044719,169172932.203584,168897319.634853,167724338.984548,169173053.500380
24,60.000000,12,168773925.999490,168773925.999490,168773925.999490,168773925.999490,168773925.999490,168773925.999490,168773925.999490,168773925.999490
24,56.300000,64,168393685.079818,168393685.079818,168393685.079818,168393685.079818,168393685.079818,168393685.079818,168393685.079818,168393685.079818
