arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
34,100.000000,50,8922100.943406,8922100.943406,8922100.943406,8922100.943406,8922100.943406,8922100.943406,8922100.943406,8922100.943406
34,2000.000000,800,245938726.603131,245938726.603131,245938726.603131,245938726.603131,245938726.603131,245938726.603131,245938726.603131,245938726.603131
34,500.000000,200,58415944.952971,58415944.952971,58415944.952971,58415944.952971,58415944.952971,58415944.952971,58415944.952971,58415944.952971
34,8.500000,262144,17175081.980459,17175081.980459,17175081.980459,17175081.980459,17175081.980459,17175081.980459,17175081.980459,17175081.980459
34,9.800000,32768,23297614.597051,23307754.636900,23297614.597051,23297614.597051,23297614.597051,23297614.597051,23297614.597051,23297614.597051
34,12.400000,4096,40672011.677362,40672011.677362,40672011.677362,40672011.677362,40672011.677362,40672011.677362,40672011.677362,40672011.677362
34,18.900000,512,81056131.437202,80877124.678926,80877124.678926,80877124.678926,80877124.678926,80877124.678926,80877124.678926,80877124.678926
34,60.000000,24,119391563.894852,122290999.328281,122295005.967686,122295005.967686,122295005.967686,122220881.144389,121883197.347772,122295005.967686
34,60.000000,18,121766987.610646,121766987.610646,121766987.610646,121766987.610646,121766987.610646,121766987.610646,121766987.610646,121766987.610646
34,60.000000,12,122149820.532480,122149820.532480,122149820.532480,122149820.532480,122149820.532480,122149820.532480,122149820.532480,122149820.532480
34,56.300000,64,121687426.894842,121687426.894842,121687426.894842,121687426.894842,121687426.894842,121687426.894842,121687426.894842,121687426.894842
