arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
22,500.000000,200,59630409.087771,59630409.087771,59630409.087771,59630409.087771,59630409.087771,59630409.087771,59630409.087771,59630409.087771
22,2000.000000,800,240696375.177554,240696375.177554,240696375.177554,240696375.177554,240696375.177554,240696375.177554,240696375.177554,240696375.177554
22,100.000000,50,9847693.011949,9847693.011949,9847693.011949,9847693.011949,9847693.011949,9847693.011949,9847693.011949,9847693.011949
22,8.500000,262144,31959004.821311,32010714.322796,31959004.821311,31959004.821311,31959004.821311,31959004.821311,31959004.821311,31959004.821311
22,9.800000,32768,46062500.097524,46062500.097524,46062500.097524,46062500.097524,46062500.097524,46062500.097524,46062500.097524,46062500.097524
22,12.400000,4096,68346679.452718,68346679.452718,68346679.452718,68346679.452718,68346679.452718,68346679.452718,68346679.452718,68346679.452718
22,18.900000,512,112831508.322801,112831508.322801,112831508.322801,112831508.322801,112831508.322801,112831508.322801,112831508.322801,112831508.322801
22,60.000000,24,168689893.188814,169027245.843573,169176852.671526,169328370.630331,169327476.603966,169314127.059219,169314127.059219,169314127.059219
22,60.000000,18,171838797.149925,170956591.462060,173817304.390446,174701355.378298,176128706.874571,175084329.248602,177645548.818136,176484893.888778
22,60.000000,12,178133957.110895,178298566.183321,178298566.183321,178298555.044902,178298555.044902,178298566.183321,178298566.183321,178298566.183321
22,56.300000,64,178423177.462000,178423177.462000,178423177.462000,178423177.462000,178423177.462000,178423177.462000,178423177.462000,178423177.462000
