arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
34,100.000000,50,8967157.536722,8967157.536722,8967157.536722,8967157.536722,8967157.536722,8967157.536722,8967157.536722,8967157.536722
34,2000.000000,800,244113972.783167,244113972.783167,244113972.783167,244113972.783167,244113972.783167,244113972.783167,244113972.783167,244113972.783167
34,500.000000,200,57973994.131915,57973994.131915,57973994.131915,57973994.131915,57973994.131915,57973994.131915,57973994.131915,57973994.131915
34,8.500000,262144,17420364.235957,17420364.235957,17420364.235957,17420364.235957,17420364.235957,17420364.235957,17420364.235957,17420364.235957
34,9.800000,32768,25856538.189200,24805977.175430,24805977.175430,24805977.175430,24805977.175430,24805977.175430,24805977.175430,24805977.175430
34,12.400000,4096,42504472.002037,42504472.002037,42504472.002037,42504472.002037,42504472.002037,42504472.002037,42504472.002037,42504472.002037
34,18.900000,512,79519604.109884,79477709.657086,79477709.657086,79477709.657086,79477709.657086,79477709.657086,79477709.657086,79477709.657086
34,60.000000,24,119911389.246657,121869910.597879,122594399.530671,122866593.822133,122866180.080853,122771388.385471,122577548.644508,122866593.822133
34,60.000000,18,122387314.619612,122659880.718694,122659880.718694,122659880.718694,122659880.718694,122659880.718694,122659880.718694,122659880.718694
34,60.000000,12,121579431.144052,121579431.144052,121579431.144052,121579431.144052,121579431.144052,121579431.144052,121579431.144052,121579431.144052
34,56.300000,64,121551608.833136,121551608.833136,121551608.833136,121551608.833136,121551608.833136,121551608.833136,121551608.833136,121551608.833136
