arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
40,100.000000,50,8237132.571292,8283091.639761,8283091.639761,8283091.639761,8283091.639761,8283091.639761,8283091.639761,8283091.639761
40,2000.000000,800,242334545.854057,242334545.854057,242334545.854057,242334545.854057,242334545.854057,242334545.854057,242334545.854057,242334545.854057
40,500.000000,200,58208173.699224,58208173.699224,58208173.699224,58208173.699224,58208173.699224,58208173.699224,58208173.699224,58208173.699224
40,8.500000,262144,10738779.254014,10738779.254014,10738779.254014,10738779.254014,10738779.254014,10738779.254014,10738779.254014,10738779.254014
40,9.800000,32768,17171539.367619,17171538.309756,17171539.367619,17171539.367619,17171539.367619,17171538.309756,17171538.309756,17171538.309756
40,12.400000,4096,32438627.297743,32327224.057370,32424890.878435,32327224.057370,32327224.057370,32327224.057370,32327224.057370,32327224.057370
40,18.900000,512,63762342.259769,63692779.264117,63665918.305584,63665918.305584,63665918.305584,63665918.305584,63665918.305584,63665918.305584
40,60.000000,24,91628986.884709,94876047.392288,94876047.392288,94876047.392288,94876047.392288,94832131.821508,94730273.126274,94876047.392288
40,60.000000,18,95534934.537069,95534934.537069,95534934.537069,95534934.537069,95534934.537069,95534934.537069,95534934.537069,95534934.537069
40,60.000000,12,93245254.754055,93245254.754055,93245254.754055,93245254.754055,93245254.754055,93245254.754055,93245254.754055,93245254.754055
40,56.300000,64,94670626.521219,94670626.521219,94670626.521219,94670626.521219,94670626.521219,94670626.521219,94670626.521219,94670626.521219
