arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
32,500.000000,200,58407042.549115,58407042.549115,58407042.549115,58407042.549115,58407042.549115,58407042.549115,58407042.549115,58407042.549115
32,2000.000000,800,243922476.218289,243922476.218289,243922476.218289,243922476.218289,243922476.218289,243922476.218289,243922476.218289,243922476.218289
32,100.000000,50,9032768.320666,9032768.320666,9032768.320666,9032768.320666,9032768.320666,9032768.320666,9032768.320666,9032768.320666
32,8.500000,262144,17741004.775911,17741004.775911,17741004.775911,17741004.775911,17741004.775911,17741004.775911,17741004.775911,17741004.775911
32,9.800000,32768,24541389.001313,24340368.859766,24340368.859766,24340368.859766,24340368.859766,24340368.859766,24340368.859766,24340368.859766
32,12.400000,4096,46033415.437053,45871880.821842,45871880.821842,45871880.821842,45871880.821842,45871880.821842,45871880.821842,45871880.821842
32,18.900000,512,83757161.515294,83757161.515294,83757161.515294,83757161.515294,83757161.515294,83757161.515294,83757161.515294,83757161.515294
32,60.000000,24,127464677.730737,129681063.593780,131179487.491468,131179487.491468,131179371.960385,131033498.111536,130686355.235716,131179487.491468
32,60.000000,18,133047549.592199,133047549.592199,133047549.592199,133047549.592199,133047549.592199,133031708.817118,132956190.202467,133047549.592199
32,60.000000,12,132903309.907304,132903309.907304,132903309.907304,132903309.907304,132903309.907304,132903309.907304,132903309.907304,132903309.907304
32,56.300000,64,131163064.692518,131163064.692518,131163064.692518,131163064.692518,131163064.692518,131163064.692518,131163064.692518,131163064.692518
