arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
36,2000.000000,800,242498779.991063,242498779.991063,242498779.991063,242498779.991063,242498779.991063,242498779.991063,242498779.991063,242498779.991063
36,500.000000,200,58276829.642464,58276829.642464,58276829.642464,58276829.642464,58276829.642464,58276829.642464,58276829.642464,58276829.642464
36,100.000000,50,8515246.476935,8515246.476935,8515246.476935,8515246.476935,8515246.476935,8515246.476935,8515246.476935,8515246.476935
36,8.500000,262144,14067054.755826,14072996.092086,14072996.092086,14072996.092086,14072996.092086,14072996.092086,14072996.092086,14072996.092086
36,9.800000,32768,22886243.832620,22812572.709489,22812572.709489,22812572.709489,22812572.709489,22812572.709489,22812572.709489,22812572.709489
36,12.400000,4096,38222605.106156,38222605.106156,38222605.106156,38222605.106156,38222605.106156,38222605.106156,38222605.106156,38222605.106156
36,18.900000,512,72952852.272825,72576043.580935,72576043.580935,72576043.580935,72576043.580935,72576043.580935,72576043.580935,72576043.580935
36,60.000000,24,112067797.297231,113577390.547018,113577390.547018,113577390.547018,113577390.547018,113510034.889615,113356210.444456,113577390.547018
36,60.000000,18,110914355.426162,110914355.426162,110914355.426162,110914355.426162,110914355.426162,110914355.426162,110914355.426162,110914355.426162
36,60.000000,12,112833597.267123,112833597.267123,112833597.267123,112833597.267123,112833597.267123,112833597.267123,112833597.267123,112833597.267123
36,56.300000,64,112864305.203502,112864305.203502,112864305.203502,112864305.203502,112864305.203502,112864305.203502,112864305.203502,112864305.203502
