arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
22,2000.000000,800,245152480.049388,245152480.049388,245152480.049388,245152480.049388,245152480.049388,245152480.049388,245152480.049388,245152480.049388
22,500.000000,200,58774142.974835,58774142.974835,58774142.974835,58774142.974835,58774142.974835,58774142.974835,58774142.974835,58774142.974835
22,100.000000,50,9559312.597726,9559312.597726,9559312.597726,9559312.597726,9559312.597726,9559312.597726,9559312.597726,9559312.597726
22,8.500000,262144,32868357.005092,32868357.005092,32868357.005092,32868357.005092,32868357.005092,32868357.005092,32868357.005092,32868357.005092
22,9.800000,32768,44858747.944042,44858747.944042,44858747.944042,44858747.944042,44858747.944042,44858747.944042,44858747.944042,44858747.944042
22,12.400000,4096,66338687.066770,66338687.066770,66338687.066770,66338687.066770,66338687.066770,66338687.066770,66338687.066770,66338687.066770
22,18.900000,512,112929109.201440,112929109.201440,112929109.201440,112929109.201440,112929109.201440,112929109.201440,112929109.201440,112929109.201440
22,60.000000,24,169912423.657821,170371121.971474,170468627.349156,170468627.349156,170482688.602216,170468627.349156,170468627.349156,170468627.349156
22,60.000000,18,172517516.472411,172592117.904152,169991059.600965,169328514.042654,175097914.336106,177205031.362481,176780149.607991,175245613.543155
22,60.000000,12,177859412.729814,178055305.067169,178055305.067169,178055305.067169,178055305.067169,178055305.067169,178055305.067169,178055305.067169
22,56.300000,64,177836567.693035,177836567.693035,177836567.693035,177836567.693035,177836567.693035,177836567.693035,177836567.693035,177836567.693035
