arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
36,100.000000,50,8507056.445846,8507056.445846,8507056.445846,8507056.445846,8507056.445846,8507056.445846,8507056.445846,8507056.445846
36,500.000000,200,57853701.698801,57853701.698801,57853701.698801,57853701.698801,57853701.698801,57853701.698801,57853701.698801,57853701.698801
36,2000.000000,800,242580325.059107,242580325.059107,242580325.059107,242580325.059107,242580325.059107,242580325.059107,242580325.059107,242580325.059107
36,8.500000,262144,13230914.171109,13176104.740114,13176104.740114,13176104.740114,13176104.740114,13176104.740114,13176104.740114,13176104.740114
36,9.800000,32768,22720328.266480,22674553.631639,22674553.631639,22674553.631639,22674553.631639,22674553.631639,22674553.631639,22674553.631639
36,12.400000,4096,38783764.090856,38634201.287009,38634201.287009,38634201.287009,38634201.287009,38634201.287009,38634201.287009,38634201.287009
36,18.900000,512,76260578.829042,76120818.179103,76120818.179103,76120818.179103,76120818.179103,76120818.179103,76120818.179103,76120818.179103
36,60.000000,24,112704392.421692,114161422.959629,114161422.959629,114161422.959629,114161422.959629,114094056.414263,113927927.154372,114161422.959629
36,60.000000,18,113390699.634331,113390699.634331,113390699.634331,113390699.634331,113390699.634331,113390699.634331,113390699.634331,113390699.634331
36,60.000000,12,113637057.446457,113637057.446457,113637057.446457,113637057.446457,113637057.446457,113637057.446457,113637057.446457,113637057.446457
36,56.300000,64,112016940.403040,112016940.403040,112016940.403040,112016940.403040,112016940.403040,112016940.403040,112016940.403040,112016940.403040
