arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
40,2000.000000,800,238601105.661169,238601105.661169,238601105.661169,238601105.661169,238601105.661169,238601105.661169,238601105.661169,238601105.661169
40,500.000000,200,57365456.040541,57365456.040541,57365456.040541,57365456.040541,57365456.040541,57365456.040541,57365456.040541,57365456.040541
40,100.000000,50,8170842.925319,8192057.416311,8192057.416311,8194553.285218,8194553.285218,8192057.416311,8192057.416311,8192057.416311
40,8.500000,262144,8927937.440027,8894254.315307,8927937.440027,8927937.440027,8927937.440027,8927937.440027,8927937.440027,8927937.440027
40,9.800000,32768,17952851.922834,17842971.029117,17842971.029117,17952851.922834,17952851.922834,17842971.029117,17842971.029117,17842971.029117
40,12.400000,4096,29466499.708806,29435021.338994,29435021.338994,29435021.338994,29435021.338994,29435021.338994,29435021.338994,29435021.338994
40,18.900000,512,65140603.433185,64772965.367796,64772965.367796,64772965.367796,64791410.238905,64772965.367796,64772965.367796,64772965.367796
40,60.000000,24,95506929.937905,95513843.209208,95513843.209208,95513843.209208,95513843.209208,95472514.737220,95334215.096926,95513843.209208
40,60.000000,18,95847125.115923,95847125.115923,95847125.115923,95847125.115923,95847125.115923,95847125.115923,95847125.115923,95847125.115923
40,60.000000,12,95394328.384037,95394328.384037,95394328.384037,95394328.384037,95394328.384037,95394328.384037,95394328.384037,95394328.384037
40,56.300000,64,93643539.795848,93643539.795848,93643539.795848,93643539.795848,93643539.795848,93643539.795848,93643539.795848,93643539.795848
